"z","N","resourcebiomass","sd","se","ci","replicate","fit","se.fit"
2.1,500,0.889088,0.059576799562348,0.0026643554740658,0.005234737507936,43,0.0386514943797005,0.000555516735642632
2.2,500,0.882336,0.086307711974612,0.0038597982191541,0.007583459004454,43,0.0408667419571975,0.000605466744998868
2.3,500,0.877542,0.0475196429799075,0.00212514303939188,0.00417533098954613,43,0.0429790157575415,0.000641030882426184
2.4,500,0.882198,0.0600616483223562,0.00268603856978949,0.00527733892339196,43,0.0448138263481287,0.000652992956946802
2.5,500,0.877582,0.0399383201302917,0.00178609597436961,0.00350919525596876,43,0.0462883006261958,0.000655725996540721
2.6,500,0.878466,0.0224372838689274,0.00100342583922762,0.001971460238007,43,0.0474412396966164,0.000672058679111758
2.7,500,0.890102,0.0585832021927644,0.00261992044885272,0.00514743470791059,43,0.0484163522651623,0.000705486221698638
2.8,500,0.872148,0.034715997709903,0.0015525466157214,0.00305033396678631,43,0.0494087821431057,0.000736930677880728
2.9,500,0.871916,0.0291471449049855,0.00130349994715169,0.00256102465731982,43,0.0505999862482534,0.000749670942764838
3,500,0.87309,0.0536019424692142,0.00239715174174392,0.0047097544816616,43,0.0521031878945779,0.000748850550808
3.1,500,0.878826,0.0346895149706334,0.00155136227161666,0.00304800705111467,43,0.0539304821274306,0.000759369405346298
3.2,500,0.874762,0.0184502080300658,0.000825118387084793,0.00162113434614985,43,0.0559855406955244,0.00080044487423444
3.3,500,0.874296,0.042530531105928,0.00190202317344048,0.00373696083119819,43,0.0580848757440401,0.000858870127822272
3.4,500,0.883046,0.0470865391416345,0.00210577404691798,0.00413727616075885,43,0.0600084005531441,0.000899877134044055
3.5,500,0.889872,0.0653364010840299,0.00292193268458164,0.0057408070238851,43,0.061569859991353,0.000903516201175594
3.6,500,0.873176,0.053435453768438,0.00238970614069549,0.0046951258904482,43,0.062683259544714,0.000886787992333516
3.7,500,0.879102,0.0967777632875128,0.00432803314842524,0.00850341393188006,43,0.0633961398604284,0.000889624706167696
3.8,500,0.885802,0.0630734438145664,0.00282073015888768,0.005541971447212,43,0.0638738412644394,0.000927723859357062
3.9,500,0.880528,0.0846725936311416,0.00378667350380897,0.00743978872700781,43,0.0643432199972753,0.000970740210994129
4,500,0.882698,0.0624451566671296,0.00279263230346652,0.00548676676484232,43,0.0650211811372849,0.000980026427948252
4.1,500,0.886528,0.0783368018561525,0.00350332828180577,0.0068830920415422,43,0.0660529616335732,0.00095153889659413
4.2,500,0.876206,0.0742390627694192,0.0033200718187659,0.00652304268251932,43,0.0674740490000993,0.000928807529713908
4.3,500,0.86316,0.0304260067009711,0.00136069238534471,0.00267339232157989,43,0.0692003968921462,0.000969180295823646
4.4,500,0.872956,0.0568996062762193,0.002544627750532,0.00499950493059311,43,0.0710486829902366,0.00106755944285561
4.5,500,0.887542,0.0909080898358072,0.00406553337155045,0.00798767290512644,43,0.0727862046839955,0.0011475197823188
4.6,500,0.880106,0.0431101349042534,0.00192794384330194,0.00378788793310908,43,0.074201503233319,0.0011415091355605
4.7,500,0.870008,0.030426493044022,0.00136071413526715,0.00267343505429177,43,0.0751732283054239,0.00107067804578133
4.8,500,0.88657,0.0780169108383145,0.00348902232058022,0.00685498469905604,43,0.0757074986276278,0.00109787337854027
4.9,500,0.909886,0.140051525745803,0.00626329463840357,0.0123056790604871,43,0.0759235891361279,0.00140054290687634
5,500,0.87963,0.0513291970806664,0.00229551147805708,0.00451005886828833,43,0.075990200889738,0.00193056198561375
0.1,500,0.875894,0.0289218899007458,0.00129342623711664,0.00254123254313768,44,0.0315645010088809,0.000801908996543963
0.2,500,0.875138,0.0228787637704341,0.001023169420637,0.00201025103268536,44,0.0268453485967675,0.000495209235859529
0.3,500,0.871288,0.0107806075430838,0.000482123426101649,0.000947242065345591,44,0.0230875780727236,0.000334804844969253
0.4,500,0.878994,0.0103796646804102,0.000464192716181018,0.000912013072563253,44,0.0203556287782324,0.000289921363392627
0.5,500,0.872642,0.0141623083554875,0.000633357684023667,0.00124437645680919,44,0.0186348915623315,0.00028667746651521
0.6,500,0.875292,0.0342190681528662,0.00153032325033014,0.00300667106763543,44,0.0178546459691353,0.000281489597442328
0.7,500,0.867864,0.0127089156529638,0.000568359986406764,0.00111667356995473,44,0.0179232849459454,0.000269310721687351
0.8,500,0.873634,0.0223010025206683,0.00099733115205217,0.00195948582698451,44,0.01873868360884,0.000262443045690363
0.9,500,0.871612,0.0235725430442102,0.00105419617298788,0.00207121020493602,44,0.0201721400506218,0.000277677653069234
1,500,0.874024,0.0175741037394369,0.000785937812100282,0.00154415511892198,44,0.0220435691042907,0.000317552959075939
1.1,500,0.870032,0.0226035576322682,0.00101086182798172,0.00198606994366322,44,0.0241149818428811,0.000363471088992404
1.2,500,0.875488,0.0170008209161689,0.00076029982483708,0.0014937834118202,44,0.0261244893789904,0.000394137755819425
1.3,500,0.875358,0.0283220428681345,0.00126660026229624,0.00248852676196613,44,0.027857331307994,0.000404608684883444
1.4,500,0.875326,0.014174821873671,0.000633917305569584,0.00124547596170829,44,0.029217276029791,0.0004099998936883
1.5,500,0.877492,0.0266555617826355,0.00119207296248837,0.00234210078560266,44,0.0302536461702641,0.000428002154689939
1.6,500,0.882428,0.0169945416204668,0.000760019006196266,0.00149323167918306,44,0.0311288852836998,0.000456805524364483
1.7,500,0.86833,0.0240141303593078,0.00107394455807907,0.00211001043754924,44,0.0320501346044927,0.000480619096789309
1.8,500,0.877388,0.0483948507504499,0.00216428352077925,0.00425223144370531,44,0.033200581620996,0.000490919321343353
1.9,500,0.886226,0.0515051889908771,0.0023033820755515,0.00452552246251026,44,0.0346914230527737,0.000495995419844147
2,500,0.878174,0.0330703344107082,0.00147895031561988,0.0029057371529089,44,0.0365371228260873,0.000514461805996022
2.1,500,0.882846,0.0416760851826597,0.00186381119008998,0.00366188462442152,44,0.0386514943797005,0.000555516735642632
2.2,500,0.876618,0.0255024081538055,0.00114050236443708,0.00224077851590049,44,0.0408667419571975,0.000605466744998868
2.3,500,0.886776,0.0476799389382401,0.00213231169257888,0.00418941545315643,44,0.0429790157575415,0.000641030882426184
2.4,500,0.877084,0.0350971874818806,0.00156959394057079,0.00308382734695562,44,0.0448138263481287,0.000652992956946802
2.5,500,0.875196,0.045917604868653,0.00205349771700567,0.00403456731892716,44,0.0462883006261958,0.000655725996540721
2.6,500,0.874276,0.0378819469908244,0.00169413217183054,0.00332851127021327,44,0.0474412396966164,0.000672058679111758
2.7,500,0.875542,0.0473367274696411,0.00211696280908998,0.00415925905064694,44,0.0484163522651623,0.000705486221698638
2.8,500,0.877078,0.0370368921314615,0.0016563401696255,0.00325426021273675,44,0.0494087821431057,0.000736930677880728
2.9,500,0.87808,0.0575507582883068,0.00257374815378627,0.00505671864274419,44,0.0505999862482534,0.000749670942764838
3,500,0.875708,0.0514174507778145,0.00229945830337885,0.00451781331199912,44,0.0521031878945779,0.000748850550808
3.1,500,0.884616,0.066630802724742,0.00297982008575803,0.00585454010234425,44,0.0539304821274306,0.000759369405346298
3.2,500,0.871822,0.0535702329256783,0.00239573364784628,0.00470696831090174,44,0.0559855406955244,0.00080044487423444
3.3,500,0.883414,0.0807971469912388,0.00361335826120905,0.00709927117596559,44,0.0580848757440401,0.000858870127822272
3.4,500,0.869158,0.030557627086315,0.00136657862792178,0.00268495719537356,44,0.0600084005531441,0.000899877134044055
3.5,500,0.881736,0.0540914973370893,0.00241904530100961,0.00475276940102424,44,0.061569859991353,0.000903516201175594
3.6,500,0.880186,0.0557772139784554,0.00249443284102755,0.00490088551661175,44,0.062683259544714,0.000886787992333516
3.7,500,0.88056,0.0459395612361845,0.00205447963561246,0.00403649652327347,44,0.0633961398604284,0.000889624706167696
3.8,500,0.882726,0.0520671961009966,0.00232851579759281,0.00457490342490973,44,0.0638738412644394,0.000927723859357062
3.9,500,0.872208,0.0528296382474337,0.00236261324695969,0.00464189568583856,44,0.0643432199972753,0.000970740210994129
4,500,0.867992,0.0644250036724593,0.00288117375324585,0.00566072675354443,44,0.0650211811372849,0.000980026427948252
4.1,500,0.878476,0.0655838081830537,0.0029329970664123,0.00576254554006092,44,0.0660529616335732,0.00095153889659413
4.2,500,0.888156,0.0786516868203051,0.00351741036550453,0.0069107595252715,44,0.0674740490000993,0.000928807529713908
4.3,500,0.888036,0.0777838760073929,0.00347860068611891,0.00683450900752776,44,0.0692003968921462,0.000969180295823646
4.4,500,0.876098,0.0466318072445599,0.00208543781825006,0.00409732097459314,44,0.0710486829902366,0.00106755944285561
4.5,500,0.88166,0.072819487470807,0.00325658648142838,0.00639831117435551,44,0.0727862046839955,0.0011475197823188
4.6,500,0.871116,0.0562858662675006,0.00251718046293188,0.00494557843794225,44,0.074201503233319,0.0011415091355605
4.7,500,0.882928,0.0815107282118572,0.00364527058354445,0.00716197025359263,44,0.0751732283054239,0.00107067804578133
4.8,500,0.86316,0.0525520869584394,0.00235020077597101,0.00461750853927232,44,0.0757074986276278,0.00109787337854027
4.9,500,0.874896,0.0363823657432299,0.00162706885968243,0.0031967500097789,44,0.0759235891361279,0.00140054290687634
5,500,0.876266,0.0786497476767678,0.00351732364436918,0.00691058914170805,44,0.075990200889738,0.00193056198561375
0.1,500,0.885704,0.0639036127887533,0.00285785644406954,0.005614914550887,45,0.0315645010088809,0.000801908996543963
0.2,500,0.870708,0.0313736728914771,0.0014030733057837,0.0027566593615835,45,0.0268453485967675,0.000495209235859529
0.3,500,0.872132,0.0191156845231757,0.000854879400605231,0.00167960668411904,45,0.0230875780727236,0.000334804844969253
0.4,500,0.873766,0.0104115341851322,0.00046561796376037,0.000914813298371839,45,0.0203556287782324,0.000289921363392627
0.5,500,0.8775,0.0220812400540515,0.000987503075767007,0.00194017631665018,45,0.0186348915623315,0.00028667746651521
0.6,500,0.874748,0.0166113325394887,0.000742881375103018,0.00145956087168225,45,0.0178546459691353,0.000281489597442328
0.7,500,0.86993,0.0168757423944171,0.000754706143293833,0.00148279334128836,45,0.0179232849459454,0.000269310721687351
0.8,500,0.872532,0.0216303657260548,0.000967339362832803,0.00190056007721691,45,0.01873868360884,0.000262443045690363
0.9,500,0.876206,0.0176287580453202,0.000788382026964645,0.00154895733970389,45,0.0201721400506218,0.000277677653069234
1,500,0.873954,0.0222321483631628,0.000994251900517855,0.0019534359309928,45,0.0220435691042907,0.000317552959075939
1.1,500,0.870842,0.0207514404454516,0.000928032629341364,0.00182333298266256,45,0.0241149818428811,0.000363471088992404
1.2,500,0.874996,0.0229867955474241,0.0010280007485786,0.00201974328468972,45,0.0261244893789904,0.000394137755819425
1.3,500,0.875312,0.0381641147586397,0.00170675109802843,0.00335330404539696,45,0.027857331307994,0.000404608684883444
1.4,500,0.87861,0.0292866063349997,0.0013097368519067,0.00257327848740079,45,0.029217276029791,0.0004099998936883
1.5,500,0.869122,0.024817068517042,0.00110985304412752,0.00218056089547449,45,0.0302536461702641,0.000428002154689939
1.6,500,0.870432,0.0197269277729381,0.000882215029750364,0.00173331379812162,45,0.0311288852836998,0.000456805524364483
1.7,500,0.865076,0.0290111965117968,0.00129742015017965,0.00254907950151762,45,0.0320501346044927,0.000480619096789309
1.8,500,0.891372,0.0306469588732121,0.00137057366688285,0.00269280636583851,45,0.033200581620996,0.000490919321343353
1.9,500,0.877364,0.0336821685905454,0.00150631237196136,0.00295949618920086,45,0.0346914230527737,0.000495995419844147
2,500,0.883332,0.0528520999103144,0.00236361776306147,0.00464386928814745,45,0.0365371228260873,0.000514461805996022
2.1,500,0.877124,0.0654935985184338,0.00292896276756595,0.00575461923454546,45,0.0386514943797005,0.000555516735642632
2.2,500,0.887408,0.0402254360748871,0.0017989361897604,0.00353442280453366,45,0.0408667419571975,0.000605466744998868
2.3,500,0.869694,0.0435532103094194,0.00194775877780413,0.00382681891730603,45,0.0429790157575415,0.000641030882426184
2.4,500,0.877852,0.0540449424795256,0.00241696330448571,0.00474867884126179,45,0.0448138263481287,0.000652992956946802
2.5,500,0.880914,0.0621611665370793,0.00277993187875189,0.00546181386712746,45,0.0462883006261958,0.000655725996540721
2.6,500,0.869024,0.0564121625908487,0.00252282860621817,0.00495667551106134,45,0.0474412396966164,0.000672058679111758
2.7,500,0.8743,0.0505747923301567,0.00226177347196331,0.00444377281612258,45,0.0484163522651623,0.000705486221698638
2.8,500,0.874082,0.0283078424449441,0.00126596520006497,0.00248727903653527,45,0.0494087821431057,0.000736930677880728
2.9,500,0.887308,0.0703927511525843,0.0031480595340081,0.00618508509104473,45,0.0505999862482534,0.000749670942764838
3,500,0.879736,0.0280105602759736,0.00125267033729864,0.00246115822890911,45,0.0521031878945779,0.000748850550808
3.1,500,0.886564,0.0819869601049735,0.00366656832126568,0.00720381454485507,45,0.0539304821274306,0.000759369405346298
3.2,500,0.882012,0.0416782197797365,0.00186390665217334,0.00366207218158243,45,0.0559855406955244,0.00080044487423444
3.3,500,0.879812,0.0488299229853736,0.0021837405426275,0.00429045922639164,45,0.0580848757440401,0.000858870127822272
3.4,500,0.880934,0.0464631390521687,0.00207789474737349,0.00408250088154363,45,0.0600084005531441,0.000899877134044055
3.5,500,0.890414,0.104319527086078,0.00466531107890201,0.00916607379481926,45,0.061569859991353,0.000903516201175594
3.6,500,0.879354,0.0697043907381476,0.00311727512041409,0.00612460204887226,45,0.062683259544714,0.000886787992333516
3.7,500,0.896388,0.0786511631632608,0.00351738694684957,0.0069107135139518,45,0.0633961398604284,0.000889624706167696
3.8,500,0.884064,0.0654977848758818,0.00292914998716259,0.00575498707038955,45,0.0638738412644394,0.000927723859357062
3.9,500,0.874814,0.0502337163318923,0.00224652008961105,0.00441380404750313,45,0.0643432199972753,0.000970740210994129
4,500,0.87953,0.0773422053827465,0.00345884857531142,0.00679570145489025,45,0.0650211811372849,0.000980026427948252
4.1,500,0.876806,0.0520824108412627,0.00232919622146271,0.00457624027368525,45,0.0660529616335732,0.00095153889659413
4.2,500,0.90038,0.0910574022306918,0.00407221082484736,0.00800079229387582,45,0.0674740490000993,0.000928807529713908
4.3,500,0.889838,0.0932201036872569,0.0041689297742857,0.00819081885650279,45,0.0692003968921462,0.000969180295823646
4.4,500,0.879324,0.0806283628122236,0.00360581000325296,0.0070844408917085,45,0.0710486829902366,0.00106755944285561
4.5,500,0.872828,0.0551198222567093,0.00246503338947416,0.00484312355006588,45,0.0727862046839955,0.0011475197823188
4.6,500,0.870608,0.0593162302100586,0.00265270245837435,0.00521184248551338,45,0.074201503233319,0.0011415091355605
4.7,500,0.872646,0.0637778324170368,0.00285223137484168,0.00560386281204867,45,0.0751732283054239,0.00107067804578133
4.8,500,0.870942,0.0766865326153761,0.00342952599773471,0.00673809052490577,45,0.0757074986276278,0.00109787337854027
4.9,500,0.898166,0.112388240832192,0.00502615492744796,0.0098750343096146,45,0.0759235891361279,0.00140054290687634
5,500,0.887354,0.0821304053988653,0.00367298338982957,0.00721641841860775,45,0.075990200889738,0.00193056198561375
0.1,500,0.870546,0.0325116887258662,0.00145396692108701,0.00285665154338352,46,0.0315645010088809,0.000801908996543963
0.2,500,0.870536,0.0150642147199999,0.000673692162831453,0.00132362279279302,46,0.0268453485967675,0.000495209235859529
0.3,500,0.877128,0.0214333944300381,0.00095853053868261,0.00188325312150899,46,0.0230875780727236,0.000334804844969253
0.4,500,0.877592,0.012657407155963,0.000566056456392512,0.00111214775683271,46,0.0203556287782324,0.000289921363392627
0.5,500,0.879802,0.0289493856559983,0.00129465588467339,0.00254364846783298,46,0.0186348915623315,0.00028667746651521
0.6,500,0.869904,0.013192986537838,0.000590008294496909,0.0011592066371246,46,0.0178546459691353,0.000281489597442328
0.7,500,0.874398,0.0246848593384917,0.00110394046991776,0.00216894428714818,46,0.0179232849459454,0.000269310721687351
0.8,500,0.875178,0.0177612285182347,0.000794306286613614,0.00156059690675606,46,0.01873868360884,0.000262443045690363
0.9,500,0.87806,0.0159793328445312,0.000714617489509336,0.00140402998495283,46,0.0201721400506218,0.000277677653069234
1,500,0.878858,0.0275666769734533,0.00123281927252839,0.00242215625851259,46,0.0220435691042907,0.000317552959075939
1.1,500,0.88004,0.0214682129749235,0.000960087671347438,0.00188631246582124,46,0.0241149818428811,0.000363471088992404
1.2,500,0.875452,0.0195123848446224,0.000872620378314247,0.0017144629044488,46,0.0261244893789904,0.000394137755819425
1.3,500,0.870788,0.027793524714078,0.00124296421189998,0.00244208831906573,46,0.027857331307994,0.000404608684883444
1.4,500,0.871846,0.0318330798690277,0.00142361861040652,0.00279702532542274,46,0.029217276029791,0.0004099998936883
1.5,500,0.868786,0.020692911762108,0.000925415147049571,0.00181819033827349,46,0.0302536461702641,0.000428002154689939
1.6,500,0.87736,0.0431695450432186,0.00193060074548752,0.00379310802692207,46,0.0311288852836998,0.000456805524364483
1.7,500,0.875318,0.0240684743786937,0.00107637489650942,0.0021147853948934,46,0.0320501346044927,0.000480619096789309
1.8,500,0.8801,0.0295100607822951,0.00131973003858725,0.00259291239498168,46,0.033200581620996,0.000490919321343353
1.9,500,0.88106,0.0394268099989511,0.00176322054587246,0.00346425122926898,46,0.0346914230527737,0.000495995419844147
2,500,0.883704,0.0269909133377441,0.00120707033996003,0.00237156657390897,46,0.0365371228260873,0.000514461805996022
2.1,500,0.873488,0.0271122851861667,0.00121249825403258,0.00238223095621907,46,0.0386514943797005,0.000555516735642632
2.2,500,0.863844,0.0257695129872336,0.00115244765573036,0.0022642477807883,46,0.0408667419571975,0.000605466744998868
2.3,500,0.882906,0.0704964727439514,0.00315269810458873,0.00619419862699665,46,0.0429790157575415,0.000641030882426184
2.4,500,0.881432,0.0409988192801296,0.00183352293815198,0.00360237640563729,46,0.0448138263481287,0.000652992956946802
2.5,500,0.873202,0.0372129924840672,0.00166421561681126,0.00326973333528978,46,0.0462883006261958,0.000655725996540721
2.6,500,0.870442,0.0479669917818619,0.00214514908600834,0.00421463745733096,46,0.0474412396966164,0.000672058679111758
2.7,500,0.882928,0.0165001614129471,0.000737909651181372,0.00144979277956951,46,0.0484163522651623,0.000705486221698638
2.8,500,0.876084,0.0300266572280129,0.00134283293397844,0.00263830333257368,46,0.0494087821431057,0.000736930677880728
2.9,500,0.880198,0.0492007339420956,0.00220032371274814,0.00432304066812342,46,0.0505999862482534,0.000749670942764838
3,500,0.876,0.0682003120603584,0.0030500106770732,0.00599244562007198,46,0.0521031878945779,0.000748850550808
3.1,500,0.865316,0.0185906257757362,0.000831398059576118,0.00163347220325933,46,0.0539304821274306,0.000759369405346298
3.2,500,0.873222,0.0516946165743159,0.00231185353461915,0.00454216658712502,46,0.0559855406955244,0.00080044487423444
3.3,500,0.878284,0.0623061108310717,0.00278641398463824,0.00547454945107788,46,0.0580848757440401,0.000858870127822272
3.4,500,0.89169,0.0999583976588513,0.00447027544174295,0.00878288154620284,46,0.0600084005531441,0.000899877134044055
3.5,500,0.882046,0.0523600518913812,0.0023416127066909,0.00460063530714584,46,0.061569859991353,0.000903516201175594
3.6,500,0.910622,0.112575581896247,0.00503453307453205,0.00989149510143272,46,0.062683259544714,0.000886787992333516
3.7,500,0.877958,0.0341397610209142,0.00152677652756723,0.00299970271718147,46,0.0633961398604284,0.000889624706167696
3.8,500,0.89001,0.0671324021530414,0.00300225229414108,0.00589861332145919,46,0.0638738412644394,0.000927723859357062
3.9,500,0.880444,0.0723739098685384,0.00323665964526989,0.00635916033368555,46,0.0643432199972753,0.000970740210994129
4,500,0.892684,0.0876457854743903,0.00391963868524201,0.00770102932694731,46,0.0650211811372849,0.000980026427948252
4.1,500,0.887914,0.0669011070180493,0.00299190846124693,0.00587829048895659,46,0.0660529616335732,0.00095153889659413
4.2,500,0.910218,0.127241074571524,0.00569039384544097,0.0111800840344333,46,0.0674740490000993,0.000928807529713908
4.3,500,0.892308,0.0917666790440056,0.00410393064823604,0.0080631131631645,46,0.0692003968921462,0.000969180295823646
4.4,500,0.874712,0.0590987171835861,0.00264297498011067,0.00519273062306853,46,0.0710486829902366,0.00106755944285561
4.5,500,0.86815,0.0364741034220292,0.0016311714934003,0.00320481057482485,46,0.0727862046839955,0.0011475197823188
4.6,500,0.881922,0.0770596671456684,0.00344621308122443,0.00677087612828789,46,0.074201503233319,0.0011415091355605
4.7,500,0.882948,0.0681824830729711,0.00304921334051784,0.00599087906950716,46,0.0751732283054239,0.00107067804578133
4.8,500,0.86802,0.0690464076750243,0.00308784922327035,0.00606678812389776,46,0.0757074986276278,0.00109787337854027
4.9,500,0.886458,0.0672397099427591,0.00300705124438756,0.00590804196005433,46,0.0759235891361279,0.00140054290687634
5,500,0.879776,0.0547216112104435,0.00244722485009732,0.00480813458934165,46,0.075990200889738,0.00193056198561375
0.1,500,0.87343,0.0437439386010069,0.00195628840630857,0.00384357732912291,47,0.0315645010088809,0.000801908996543963
0.2,500,0.875106,0.0253810788250746,0.00113507635190295,0.0022301178695988,47,0.0268453485967675,0.000495209235859529
0.3,500,0.876796,0.0225239659492765,0.00100730237970946,0.00197907659102701,47,0.0230875780727236,0.000334804844969253
0.4,500,0.877478,0.0228064417120939,0.00101993507986257,0.00200389642830537,47,0.0203556287782324,0.000289921363392627
0.5,500,0.87698,0.0173806724711992,0.000777287302805214,0.00152715920906295,47,0.0186348915623315,0.00028667746651521
0.6,500,0.875706,0.0205114847344609,0.000917301483714078,0.00180224918544966,47,0.0178546459691353,0.000281489597442328
0.7,500,0.871432,0.0301021869524232,0.00134621072594051,0.00264493977971819,47,0.0179232849459454,0.000269310721687351
0.8,500,0.870584,0.0184598069585219,0.00082554766421557,0.00162197775954557,47,0.01873868360884,0.000262443045690363
0.9,500,0.881664,0.0311555523283052,0.00139331865765285,0.00273749411770206,47,0.0201721400506218,0.000277677653069234
1,500,0.878774,0.0327137785438067,0.00146300465249652,0.00287440823991164,47,0.0220435691042907,0.000317552959075939
1.1,500,0.873072,0.0166619944820613,0.000745147046052309,0.00146401230198663,47,0.0241149818428811,0.000363471088992404
1.2,500,0.87106,0.0360881297134172,0.00161391022440062,0.00317089685229543,47,0.0261244893789904,0.000394137755819425
1.3,500,0.876252,0.0247102750163321,0.00110507709358467,0.00217117744507305,47,0.027857331307994,0.000404608684883444
1.4,500,0.878808,0.0241914362362872,0.0010818739179538,0.00212558948394683,47,0.029217276029791,0.0004099998936883
1.5,500,0.874458,0.0294900587169007,0.00131883551902901,0.00259115490611479,47,0.0302536461702641,0.000428002154689939
1.6,500,0.879036,0.0217298660409197,0.000971789152189211,0.00190930270914915,47,0.0311288852836998,0.000456805524364483
1.7,500,0.874684,0.0286834032018252,0.00128276078770633,0.00252027782121314,47,0.0320501346044927,0.000480619096789309
1.8,500,0.87251,0.0288397184229915,0.00128975141691524,0.00253401251588139,47,0.033200581620996,0.000490919321343353
1.9,500,0.880182,0.058989052311299,0.00263807061792711,0.00518309487854245,47,0.0346914230527737,0.000495995419844147
2,500,0.877276,0.0226811086452748,0.00101433001471785,0.00199288399207714,47,0.0365371228260873,0.000514461805996022
2.1,500,0.878692,0.0192988607968479,0.000863071292601153,0.00169570153509122,47,0.0386514943797005,0.000555516735642632
2.2,500,0.875106,0.0408852782300904,0.00182844522802949,0.00359240007932072,47,0.0408667419571975,0.000605466744998868
2.3,500,0.881698,0.0511314349816879,0.0022866672881233,0.00449268242838595,47,0.0429790157575415,0.000641030882426184
2.4,500,0.882414,0.0515067811166841,0.00230345327758216,0.0045256623552326,47,0.0448138263481287,0.000652992956946802
2.5,500,0.876666,0.0584149214678938,0.00261239470605045,0.00513264865983796,47,0.0462883006261958,0.000655725996540721
2.6,500,0.889746,0.0576589159208733,0.00257858511016035,0.00506622195309527,47,0.0474412396966164,0.000672058679111758
2.7,500,0.880316,0.0445127725246998,0.00199067170464428,0.00391113120592217,47,0.0484163522651623,0.000705486221698638
2.8,500,0.880566,0.0483688819540308,0.00216312216089751,0.00424994968581215,47,0.0494087821431057,0.000736930677880728
2.9,500,0.889156,0.0881369838367509,0.0039416057438155,0.00774418865256021,47,0.0505999862482534,0.000749670942764838
3,500,0.884392,0.0799414009833601,0.00357508813630723,0.00702408073677422,47,0.0521031878945779,0.000748850550808
3.1,500,0.88327,0.0431776994229071,0.00193096542043347,0.00379382451450654,47,0.0539304821274306,0.000759369405346298
3.2,500,0.881488,0.0280782233992558,0.00125569632416322,0.00246710347423869,47,0.0559855406955244,0.00080044487423444
3.3,500,0.882054,0.0451536575437601,0.00201933295401187,0.00396744280493712,47,0.0580848757440401,0.000858870127822272
3.4,500,0.875472,0.0747691786510478,0.00334377932171138,0.00656962151034322,47,0.0600084005531441,0.000899877134044055
3.5,500,0.878114,0.068733759269566,0.00307386716151712,0.00603931715622458,47,0.061569859991353,0.000903516201175594
3.6,500,0.8789,0.0730893844291527,0.003268656640344,0.00642202577033093,47,0.062683259544714,0.000886787992333516
3.7,500,0.872398,0.0435751900785385,0.00194874174296173,0.00382875017784149,47,0.0633961398604284,0.000889624706167696
3.8,500,0.882366,0.0851967900220432,0.00381011627908129,0.00748584743659166,47,0.0638738412644394,0.000927723859357062
3.9,500,0.870558,0.0515275150343117,0.00230438052656727,0.0045274841485664,47,0.0643432199972753,0.000970740210994129
4,500,0.869774,0.06273485672652,0.00280558808398417,0.00551222136760854,47,0.0650211811372849,0.000980026427948252
4.1,500,0.895038,0.109119837030979,0.00487998746589934,0.00958785480190396,47,0.0660529616335732,0.00095153889659413
4.2,500,0.878014,0.055999872995848,0.00250439045500142,0.00492044953345031,47,0.0674740490000993,0.000928807529713908
4.3,500,0.867758,0.0479898059900008,0.00214616936841337,0.00421664203615923,47,0.0692003968921462,0.000969180295823646
4.4,500,0.873878,0.0651055495419732,0.00291160868976665,0.00572052316783968,47,0.0710486829902366,0.00106755944285561
4.5,500,0.899652,0.08276348521522,0.00370129557992061,0.00727204421060285,47,0.0727862046839955,0.0011475197823188
4.6,500,0.875438,0.0559763956479825,0.00250334051608625,0.00491838668760494,47,0.074201503233319,0.0011415091355605
4.7,500,0.880858,0.108638918741539,0.00485848014616313,0.00954559873869686,47,0.0751732283054239,0.00107067804578133
4.8,500,0.87496,0.053624823014035,0.00239817499081555,0.00471176488918693,47,0.0757074986276278,0.00109787337854027
4.9,500,0.889166,0.0886515687694842,0.00396461868161128,0.00778940284782054,47,0.0759235891361279,0.00140054290687634
5,500,0.889708,0.114225959727864,0.00510834021493312,0.0100365061594435,47,0.075990200889738,0.00193056198561375
0.1,500,0.87071,0.0172532097446529,0.000771586996382114,0.00151595964949585,48,0.0315645010088809,0.000801908996543963
0.2,500,0.874442,0.0461256304408637,0.0020628009034161,0.00405284556269756,48,0.0268453485967675,0.000495209235859529
0.3,500,0.871454,0.021606424024309,0.000966268657380789,0.00189845643074625,48,0.0230875780727236,0.000334804844969253
0.4,500,0.87999,0.0180269754447987,0.000806190850465788,0.00158394685865549,48,0.0203556287782324,0.000289921363392627
0.5,500,0.873434,0.0234799544403528,0.00105005548474454,0.00206307487304542,48,0.0186348915623315,0.00028667746651521
0.6,500,0.879678,0.0289244457704249,0.00129354053908353,0.00254145711557147,48,0.0178546459691353,0.000281489597442328
0.7,500,0.87854,0.0172629202869523,0.000772021265035708,0.00151681286988315,48,0.0179232849459454,0.000269310721687351
0.8,500,0.877104,0.0191639164940463,0.000857036399916341,0.00168384460406191,48,0.01873868360884,0.000262443045690363
0.9,500,0.876652,0.0242050131444427,0.001082481095745,0.00212678242399875,48,0.0201721400506218,0.000277677653069234
1,500,0.874382,0.0249043073593726,0.00111375448376211,0.00218822616859174,48,0.0220435691042907,0.000317552959075939
1.1,500,0.873166,0.0329517538252567,0.00147364723062226,0.00289531802595116,48,0.0241149818428811,0.000363471088992404
1.2,500,0.877786,0.0241184494361975,0.00107860984902458,0.00211917647178738,48,0.0261244893789904,0.000394137755819425
1.3,500,0.877748,0.0192516427219858,0.000860959636097988,0.00169155270149578,48,0.027857331307994,0.000404608684883444
